Review,Generated
We have been coming here off and on for a few years Tonight I called ahead to watch the steelers game and bartender STEVE answered the phone Steve was accommodating and made sure we had what we needed while watching the game We had decent cheese steak spring rolls My fiance had the chile 7 out of 10 I had the Muscels too much garlic but good otherwise This place will help you with what you need based on my experience ASK FOR STEVE,1
Great fresh food friendly and funny staff memorable West Village setting  what more can you ask for Three of four of us had the special of black fettichini with shrimp asparagus and tomato It was great light homemade noodles with fresh ingredients and the perfect amount of seasoning It is a big dish one man was too full to finish it and women shared one order with no trouble The ravioli was also a hit though a much smaller portion Cash only Beer and wine only No noticeable air conditioning but a nice breeze through the open doorswindows,1
The food was vey good and the service was great They had live music which started a little late but was very entertaining We probably ordered too moch food but our favorites were the fried oyster ceviche and the tamale,1
In town for a Pearl Jam concert my buddy and I really only had one thing on our min for an early dinner Cheesesteak I had heard so much about Pats from friends and TV shows that I figured this was our best bet Located in South Philly Pats is a little corner spot and I do mean little with several tables that wrap around the building On a weekend this place will be crammed However the line moves fairly fast so dont leave discouraged Two things you can expect at Pats the most amazing cheesesteak you will ever have and second quite possibly some of the coldest service you will ever have Usually Im a stickler for that sort of thing but the steak was too damn good for me to care You MUST follow the instructions on how to order prior to approaching the window and have your money ready because they will rush you along But hey its Pats its a local treasure and a tourist hot spot so you have to at least give it a shot The cheesesteak will make it all worth it,1
Came here for Saturday lunch and they were very busy But we still got a table very fast The food here is always excellent We had the hummus appetizer which was perfect with the puffy bread that always accompanies the table though today it was a little less warm so a little disappointing We also had the chicken breast entree and the jumbo shrimp casserole The chicken breast was a good if a little dry and otherwise plain but that paste on the side makes it excellent  its a little spicy so watch out The shrimp casserole was really good and I dont even like shrimp Only three pieces of admittedly large shrimp but the melted cheese and especially the tomato sauce were the stars We kept dipping our chicken into it and pouring it over our rice Excellent flavors with plenty of onion pepper and large garlic slices I also had some coffee  it was good All told we had a really satisfying meal for 3 for 40 Not bad at all  I just wish they were a little closer to me so I could come more often,1
Im surprised to see some harsh critics bashing the Yorkside This place has been a staple on the New Haven scene for like 30 years They have one of the larger menus in the area and everything seems to be pretty fresh The portions are extremely large as well they always fill me up A lot of people in New Haven love the Italian style pizza which is understandable between Pepes Sallys and Modern its tough to compete but Yorkside has a ton of other things not just pizza Whether its the subs salads soups pastas wings etc everything is legit Shit even the ice creammilkshakes they serve are top of the line  My family has been in the restaurant business for years so I know a gem when I see one Check it out you wont be disappointed,0
love the christmas lights food is good service prompt great place for a casual date,1
Any of those who would dismiss this movie for its allegedly senseless violence or because they feel its a pale imitation of Pulp Fiction simply do not understand Mexican culture  Violence verbal or physical proliferates in Mexican culture I think many of the reviewers mostly overly sensitive gringos I would gather who are uncomfortable with this movie would probably be equally uncomfortable with the Mexican view of life inherited from the Spaniardsie the fatalism the grim resignation to the frequent ugliness and brutality of life and a sort of crude vivacity  Pienso que estas personas que no les gusta Mxico no tienen cojones  But then again most people want illusion not reality at the movies which brings up the next pointAs for the Pulp Fiction charge this movie bears about as much relation to that movie as Picasso in his early rough stage does to Andy Warhols soup cans  In Amores Perros the violence and hence the feeling is real in Pulp Fiction its trendy posing  We cringe at the gore and we giggle at the jokes then we forget the whole pop culture souffl Tarantino has served up  The people in Amores Perros are blood and gutscrude yes and occassionally ugly but theres no doubt theyre the real thing  Quentin Tarantino has never delved this deeplyI give this movie four stars instead of five because its still at times subject to a youthful impetuousness that fits the first story beautifully but not the other two  Its not quite great but its still mighty impressive  And the middle story about the model losing her leg and enduring a romantic crisis with her lover is in the end rather tiresomeits undeniably felt by the actors but it seems like tawdry bourgeois angst or an episode from a melodramatic telenovela next to the urban blight and horrors of the first and third stories,1
Dont bother with the other Turkish restaurants around here Go to this one First time I went was with a Turkish friend of mine and she essentially laughed all legitimacy out of the other ones Onces the food came I began laughing along with her Ive been back a couple times since Im not sure about the service issues that others have mentioned Ive never had an issue Theyve always been easy courteous and given me good services Eat up,1
My friend and I walked into this little italian bistro last week and we noticed two things first 1 it was loud and 2 CRAMPED as hell Honestly we almost walked out because of the lack of spacebut we didnt and actually Im pretty glad The food was pretty damn good and the few glasses of wine I had helped me forget how claustrophobic Id felt when I walked in I even looked up to notice how cute the place was decorated in a very relaxed elegant italyesque way We started out with mozzarella and tomato which we both remarked was very fresh tasted like it was right out of a garden in the back maybe We also had the risotto arancini balls as an appetizersome people had said that the cold sauce is comes with it is a weird combo but we thought this was one of the best dishes of the night and the cooler sauce complimented the warm risotto very well Thumbs up for sure My friend got the breaded chicken cutlet and I had the pasta with shrimp and vegetable Portions were large and without saying they were the most inspired dishes weve ever had this is not fine italian dining people they were satisfying at the very least  All in all the most important thing to me when Im eating out is that the food is fresh AND flavorful without being overwhelming Paprika hit the mark there and Id definitely recommend it to friends for a casual lateintheweek dinner,1
Best Chinese Food everI love their fried and white rice lo mein boneless spare ribs crab ragoons fried half chicken baby shrimps and chicken and broccoli which the broccoli is very tasteful and soft to eat I can go on and on Lets say that this is the only place I go for Chinese in the Hartford CT area I would say that there general tso chicken is mediocre,0
Reading Terminal is the best place in Philadelphia It IS Philadelphia All local purveyors tons of history and just all around awesome Great shopping great people watching and where all of the city intersects Go explore the market over and over again It is ever changing and always entertaining,1
Delicious fast and friendly are three words that I would use to describe Joses The steak tacos were made from fresh ingredients and the meat was juicy but not greasy I will have no problem going off the beaten path to return to what will probably be my favorite lunch spot,1
Nice atmosphere and lighting at night Pleasant dining  Do not get the crab cocktail unless you like catfood Cobb salad was great Service very good Would go back,1
To all the people who gave soso reviews of Cafeteriaare you out of your mindI finally got a table one night and it was sooooooooooooo worth the waitif you never do anything before you die order theMACn Cheese samplerits like tongue kissing Derek Jeterlike you died and went to Heavenmy friend had the steak sandwichit was so juicytalk about a fivenapkin sandwichwe did not have room for dessertBummerbut this lil skinny chick next to us had the waffle somethingGod I was jealousoksoits trendy and you oh so need reservationsI thinkbut trust meGOif only all cafeteria food was this great,1
My server Lauren was awesome and very helpful ordering my drink Food was okay Great atmosphere and staff was friendly,0
Ive heard nothing but great things about this place I was slightly underwhelmed by it all I was not a fan of the buckwheat crepes though All other ingredients were fine I just expected something a little less coarse than the buckwheat The ambiance was nice and the server was about average It does feel a bit blocky to move around though not many fluid paths to maneuver,1
Yes to French press coffee On to the food The Grain salad with farro lentils barley quinoa with tomato vinegar and green apple dressing was way too salty So salty that I didnt finish the blend  Grass fed steak  cage free eggs Friend said it was alright but wasnt impressed In terms of decor this place definitely is going for the wood washed airy cleanliness of a modern country kitchen Which is a peaceful thing thats for sure The food however wasnt that impressive in the end But the coffee You cant go wrong,1
Came by with a friend and order their curry puff and crab and pork dry noodles The noodles were very tasty and the sauce that came with the noodles was very good Pros  I like that they provide us with a bottle of water for us to refill ourselves so we dont have to wait for the waiter to refill our water glasses  food was tasty and arrived quickly,1
I dont get it The pizza was not only not good it was bad I dont mind the wait and rude waiters if the pizza is going to be a mind blowing experience but it was terrible Thin crust pizza with flavorless sauce and yes they use real mozzarella cheese but it had no flavor and not enough salt Tourist Trap,1
Service was excellent Decor was adorable Special cocktails were delish The food My fellow diners loved the dumplings the egg roll and the special appetizer which was squid  stuff I had the steak and eggs which was beyond I also had some of the short rib pasta which was AMAZING Love this place,1
Ate brunch with reservations on a Sunday for 1230 Front of house was great and friendly and was seated immediately Locanda Verde was packed as was the bar The tables are a little too close together but was not really a problem for me We ordered sheeps milk ricotta with honey and toasted bread and carrot bread as an app Both were delicious Loved the mellow orange flavor of the toasted bread and the honey in the ricotta We also ordered cappuccinos and I had a bloody mary Not a fan of the bloody mary have had much better but the cappuccinos were delish I had the scampi and grits and my husband had the breakfast stromboli We switched plates mid way and honestly both were very good Although the wait staff was pleasant and on the ball I felt as if the food was being pushed too quickly from the kitchen to the table I am not one that normally lingers for hours at a restaurant but would have liked a little slower pace Great decor great location great foodwill def be back,0
Went today with colleagues from work for Lunch buffet few of us were vegetarians and there were few items for vegetarian people The food was so cold and also the restaurant was cold When we went there they said our heater is not working inside temperature was 60 degree when we got there but they are not shutting down the place At least we could have gone somewhere else Food was cold only 3 items rajma dal makhni and Panner sabji for vegetarian people and everything was out of refrigerator They just put all the left over out there from the weekend Naans were all like crackers My Russian friend was making fun of the bread too She only came for the NaanThey didnt even bother making fresh Naan for us Dal Makhani was so blend tested just cream Paneer sabji was like a soup with few peaces of paneer in it I will never go back to this place and not recommend anyone else to go,0
This may be the fastest turnaround on a review Ive ever written or will ever write As I sit here at my desk completely satiated I cannot remember a more unique dining experience than with Miss Rachel First off let me tell you this woman is AMAZING Id been reading reviews and following her weekly lunch club offerings for some time always swearing Id put in my order the next week Well seeing as today was slated to be a beautiful day I thought this would be the perfect food option for a picnic in the park Little did I know this was also the one week where the lunch club was on hiatus Without realizing this however I emailed Miss Rachel to see what this weeks options were She informed me that the weekly delivers were not happening but immediate proposed that she could still cook me up something so my picnic wouldnt be a bust After a string of pleasant emails shed gone so far as to offer a complete meal sandwiches sides dessert and even drinks to make this day work I have never felt so accommodated by someone before in my life She even drove the food out to West Philly on her day off to make this happen As for the food out of this world All the vegan naysayers you dont know what youre missing And thats fine because that means more for me BBQ seitan sandwiches fresh guacamole with carrots chickpea tuna salad on celery potato salad apples and PB buckeyes  I kept reaching into the bag and the food just kept coming She even let me keep her reusable grocery bag I cant explain how satisfied I was with this meal I cant wait to become a regular customer when the lunch club starts back up hopefully next week Definitely give this woman your business you wont be disappointed Oh yea and the picnic was a huge hit with the ladyfriend Thanks for your help Rachel ,1
An incredible selection of beers and whiskeys bourbons ryes  everything liquid I was not convinced by the food though Burgers were a bit too dry shrimp sliders extremely dry the shrimp was so deep fried there was hardly anything left that resembled a shrimp and both batches of the IPA fries we got were a bit coldgreasy Old Rasputin Imperial Stout stood out with its predictable good quality  I will not order food again but will definitely grab some drinks the next time in the neighborhood For the sweettooths theres a Hungarian pastry shop on the corner,0
very aromatic coffee and delicious pineapple scone quiet and peaceful environment good for breakfast or coffee break or you just some solitudary moments simple homey decor,1
Love love loved the drinks The ownerbartender was very very nice and I hope that this business continues to grow The servers left something to be desiredmaybe it was because they thought they were done taking tables but the manager told them to serve us The rude you need to order soon because the kitchen thought we were closing aside the pickle juice back cocktails were an interesting and amazing find The food was soso but perhaps because the kitchen thought they were closing Ill come back for the drinks,1
My favorite restaurant hands down Menu changes daily and everything they offer is seasonal and fresh Ive been going here for years but am only just writing a review as Im only just now joining yelp One time I had my steak cooked incorrectly I ordered my steak medium rare and they brought it out well done They immediately told me before they put the plate down that it was overcooked and they were working on my correct steak Everyone in my group was eating and I was able to eat my sides Finally they brought out my steak and it was incredible To make it even better they told me they were removing it from the check so I got my meal free Excellent service excellent food Excellent atmosphere doesnt get any better than that,0
I cant speak to the quality of the food when dining in I can tell you my delivery experience though It came fast enough about 45 min but when it got here it left a lot to be desired The french fry box was filled with condensation and the fries were soggy and saltless plenty greasy though The buffalo chicken sandwich was dry and chewy all the way through Kinda like it had been made from previously frozen bread and chicken Could have just been the delivery prep but I probably wont order again,1
OMG the chicken here is so good and the green sauce The green sauce ahhh the green sauce Listen here people you MUST drizzle this crazy delicious sauce all over your crazy delicious chicken it really is that good  The food was so friggen good that I was picking at the left overs on the PATH ride home muahahaha Oh ya very large portions with only two of us eating we had plenty left over Order Matador Combo and sangria done and done Ambiance cozy and cute  loved it  A,1
One of the best and enjoyable meals Ive had It was a very pleasurable dining experience Not only was the food great the servicestaff seemed well trained Thats what I like to see in a restaurant Ive spent some time in the middle east Israel and Turkey and was delighted with Zahavs contemporary remix of some traditional plates from those regions,1
Had the ZawZeeg which was awesome Right in heart of the Italian market Get it to go and get a drink elsewhere as there limited along with the seating,1
Look forward to 1 generously portioned and affordable Italian tapas including fresh 1 oysters 2 extensive wine list 3 cute intimate atmosphere Contrary to fellow yelpers I actually thought the service was superb given the employees are essentially working in a closetsized wine cellar Community seating makes this a great place for small parties seeking a little stranger danger Foodwise I expected lighter and more refined flavors from the dishes No standouts worth mentioning but was overall pleased with my dining experience,1
I am somewhat of a lightweight drinker so I proceed with caution everywhere with everything But theres something about Sweet Aftons Red Lemonade that makes me the happiest not sloppiest girl in the world It doesnt stop there with the drinks Their menu leaves everyone happy with some great choices If you are in a cheese loving mood the grilled cheese works for a lighter meal but the mac  cheese is where its at The portobello burger is pretty tasty and it provides all the juiciness as their other burgers would I also love their fried pickles too Also dont skip out on brunch at this place The blueberry pancakes are lovely and so are their brunch drinks,1
Beyond Sushi should be a dream come true for vegans Vegan sushi that is so colorful and inviting that even carnivores would be tempted Granted this isnt actually sushi but we were very impressed at how well all the flavors are matched and just how delicious everything was The location itself is very small with only 3 tables and you basically pick what you would like order at the front pay and take a seat while you wait and stare at your sushi platters being made We were the girls who wanted to try every roll so we had a diffcult time choosing Finally opted for 5 rolls and also tried 3 individual pieces each They made our order pretty quickly and the presentation is just flawless We left stuffed but the good kind of stuffed since you know you basically only ate rice and vegetables Rolls  from favorite to least favorite 1 Spicy Mang My favorite because of the toasted cayenne sauce on top Slight bit of spice for me but may be spicy for some 2 The Haricat Haricot Fert is green beans people they try to sound fancy by writing that on the menu Either way it was a nice blend of carrots and green beans topped with mango and a savory sauce 3 The green Machine this one has a pop of basil and topped with jalapeno wasabi Not spicy at all which i was sad about 4 Crunch and Munch This one is topped with kiwi and sounds interesting but in the end is not very flavorful 5 The mighty mushroom This roll might be a huge hit for real mushroom fans because it was indeed really good but the flavor is just very strong if you dont love mushrooms For pieces id also say try the mango piece and the sweet pea I wish the location was bigger so you could come with bigger parties I can really see why this idea is so popular and i cant wait to come again,1
I havent had a dish here I didnt like Great service as well The buratto is a must as is the veal chop but you better be hungry,1
Heavy on the rice Not enough guac Not enough steak But I didnt want beans in my burrito Why did you put them in anyway Nice soft fresh tortilla These babies come GRANDE All in all meh Not making the trek out there again If only Philadelphia had an Bostonbased Annas Taqueria,1
The black label burger was probably one of the best burgers I have ever had At 26 its overpriced by about 1015 but its definitely worth trying at least once The Minetta burger is good as well But if you are making the trip to this place you may as well dish out the extra few dollars get the black label Great service and good cocktails too,1
Love this place  I was looking for a place to celebrate my birthday and I came across this one when I added unpretentious to the search And that was exactly what I was looking for we about 1214 people had dinner at the top floor and it felt like having dinner served at my dinning room very cozy casual and down to earth the food was very good too The middle floor the bar can get too crowded but it also has a great vibe Im coming back again and again ,1
Pizza was probably one of the worse ive had Taste like a bad quality frozen pizza Wont be ordering from them again,1
A perfect combination of everything you didnt know you needed to have in a bar but now can never live without Outdoor fires Smores Delicious warm pretzels and hotdogs Ordering beers in liters is just a bonus I hope to spend some quality time here this summer,1
Had the pleasure of dining at Sushi Yasuda on my last visit to NYC I knew I wanted to try out a sushi spot for dinner on one of the nights we were in NYC So of course I turn to Yelp for the 411 After reading such great reviews I decided Sushi Yasuda it is I called about a month in advance and made a reservation for two at the sushi bar Again my fellow Yelpers sure did not disappoint it was an awesome dining experience When we sat down the bf and I decided to go for it and try omakase here We each had about 25 pieces of sushiwowza I know that was a lot but we didnt even realized it till we got our bill Everything was quite tasty and so very fresh The only thing I realized is that I do not like octopus squid or clam raw They have such a wierd texture and a funky taste to it Thanks to this experience I now have learn to let the sushi chefs know I do not want that as part of my omakase Besides the octopus squid and clam everything else tasted wonderfully I really cant remember everything we ate but there definitely was a few items that were absolutely amazing These included the white king salmon uni hamachi toro tasmanian trout and sawani YUMs YUMs YUMs On top of this there hot sakes were super tasty and well priced Sushi Yasuda is definitely worth a try when in NYC But youll definitely have to be ready to shell out some cash Total cost for dinner for 2 peeps was about 320 definitely not cheap,1
Ok LOve this place but MRMrs OWNER I understand you are probably best and I do appreciate that But I live out of state and TRY to come to your place whenever I am near BUT really they wont take a take out order over phone even with a credit card  HUH  and tonight I call and told close at 6 well i get there at 5 30 and lady in frotn cant decide anything including crinkly fries or doodle fries just some humor hope you get so i patiently await to order my scallops and get them and walk to dining room and amabruptly not nicely told it closes at 545 so off I go to parking lot with my to go order No fork no ketchup REALLY  Doesnt take a genious to add those to take out orderTthink most people use ketchup and fork with scallops and chips Ok so not angry will come again but just some hints Know you are best and probably make lots of  but if you domnt want to be in restaurant and take out business then close that part down O by the way the cars were still pulling in at 6 maybe expand rest hours just some suggestions,0
WHY DONT WE HAVE THIS IN SF  I would be the happiest person in the world if we had a cart out here I ordered the Halal chicken and rice and it was perfect It is a big size but you should definitely order your own and drown it in white sauce  I finished my left overs the next day and it was still amazing,1
So the Monday after Hurricane Irene I grudgingly hauled my butt for a super slow 2 hour train ride to work Only to find I am one of four who showed up out of an office of 20 people My next decision Ditch work early and find a friend willing to come with me to Fish so I can have the AYCE Maryland crabs special thats from 124pm daily Place was pretty empty given the hurricane and Monday and people who had fled the city We ordered the lobster mac n cheese which was alright but not really memorable and he ordered the New England clam chowder and galley salad The chowder was a thinner consistency than were used to and the salad looked to be just a plate of lettuce But for the second time in a month I donned a bib and went to work at the pile of crabs in front of me Theyre on the small side but its all you can eat so who the hell cares except that you have to dig more They have the Old Bay seasoning which started to burn my lips towards the end of my meal Most of the crabs were cooked well but some were overcooked and full of mushy meat Sad face and into the discard bucket they go As I approached the end of my pile of crabs I was asked if I wanted another tray of crabs I really would have if I was with someone else who was doing the AYCE too but I had already been there for close to 4 hours with my friend watching me go at it So I declined Maybe another time This couple that sat down next to us in my third hour were clearly pros at crabeating They brought their own scissors and went through two piles quick Id like to try it again the next time I decide to play hooky from work,1
Its a small venue and can get crowded pretty quickly In fact it does Everyday Around 6 But the food is great Good Italian food Service was just fine and the setting was comfortable The only gripe was that it can be fairly slow sometimes,1
Pretty good Food was hot and fresh although a burger for over 20ehh probably not worth it,1
My wife and I had breakfast there this past Saturday and OMG this was Easily the ABSOLUTE WORST breakfast I have EVER had Almost scarred for life bad This place DOES NOT make fresh corned beef hash  that segment on Diners Drive Ins and Dives was for sure staged as I know corned beef out of a can and what they served was ABSOLUTELY of the canned variety The only places where you can be sure to have the real thing in New Jersey is The Mad Batter in Cape May or Colonial Diner in East Brunswick As for Hightstown Diner it was beyond disappointment we will NEVER go back there again This place is only for locals  if you have to go even 5 minutes out of your way NOT WORTH IT For anyone hoping for a great experience due to what they saw on Triple D I assure you that you will feel the same as I do,1
Fork Etc was excellent I had a pasta salad cucumber tomato salad my sister had a quesadilla and my aunt had another salad The two of them had been there for breakfast earlier that morning and liked it so much they decided to go back and bring me in tow Portions were perfect Flavors were superb The atmosphere was quaint and enjoyable Bravo Ill be back,1
Im usually pretty stingey about giving out 5 star reviews but whenever I come across a dish that makes me say holy sht  thats the best  Ive ever had its deserving For me that  in PiesnThighs was the chicken and waffles Ill admit I not a chicken and waffles connoisseur In fact Ive only had it a handful of times Amy Ruths in Harlem being my cherry buster But Im not even rating this dish as a comparison with other chicken and waffles its just really really good  The saltiness of the fried chicken and the sweetness of these waffles served with some fruit compete is fantastic Its not your traditional crispy waffle its a bit softer but trust me it just works Go order the cnw and you wont be disappointed,1
LOVE LOVE LOVE this place So much personality supercool factor great food and coffee AND they let dogs inside  I went here after a night out on the town to grab some brunch and to be honest I wasnt that jazzed because it was a vegan spot and Ive had very limited experiences with vegan joints To my surprise my garlic hummus and avocado sandwich the Greenwich was to die for The bread was fresh and soft the hummus was perfectly made and the avocado was at its perfect level of ripeness My iced coffee was also wonderful My BF decided that he wanted a ginger beer bottled and that was even amazing Ill have to go back before I leave Philly ,1
Nice garden area Came for brunch but not really a brunch place Burgers and sandwiches and some salads My crispy chicken sandwich with jalapeos was very good and my friend had the bacon egg and cheeseburger which she said was good The wine was ok her beer was ok Garden was pretty and it wasnt crowded Service seemed annoyed Arugula salad had too much dressing,1
I hate to be the naysayer but the crepes I had at my friends birthday were just not worth the 5 star reviews here let alone a 3 star review unfortunately I had the Mushrooms Swiss Cheese and Almonds and I could barely taste anything but the overwhelming cheese and the bread We also really got the upsell from the waitress repeatedly being asked to order dessert and ordering more veggies etc To be honest Ive had crepes that were 13 of the price and more delicious and satisfying Perhaps I just went on an off day but I didnt enjoy my meal whatsoever,1
Very good been more than once Love the lamb meatballs Dont think the sangria is all it is hyped up to be but everything else on the menu is delicious Definitely end your meal with the fried goat cheese with lavender infused honey it is amazing,1
I was going to write a great review about this product a while ago but kept delaying it  And its a good thing I delayed it  This hard drive lasted about 35 years  I bought it in May 2010 and it broke in December of 2013  I never used it heavily  Only used it as backup  Finally it went bad  I still have a couple of hard drives by this brand that I purchased between 6 and 10 years ago and theyre still operating,1
This review is a based on 2 recent visits The first time I stopped in for a chicken and avocado salad for takeout I asked for a very welldone chicken When I got home I saw that the chicken was not welldone as I had requested but the avocado salad was excellent as usual For the second visit I sat at the bar I had 2 different pisco drinks one with ginger ale and the other with lime They both were kind of meh The salchipapas and chicken pies were very very good though a little on the salty side But what am I squawking about It was bar food The bartender did a great job and he established a great atmosphere at the bar I plan to return for takeout because this Pio Pio is closer to my home than others and maybe next time I will get a real welldone chicken,1
This is a good neighborhood joint I wouldnt wait 45 minutes for a table but if you can be seated immediately its worth a shot The atmosphere is great the service is good and the food is tasty,1
More like 3 12 stars We came here for dinner one Friday night Pros 1 the food  we loved everything we ate 2 wine  what a relief to be able to order bottles of good wine for under 100 after dining at JeanGeorges and Le Bernardin where the wine cost more than one of our meals Cons 1 small bar area My aunt and I arrived early so they sat us at the bar directly across from a young lady having dinner at the end of the bar I felt bad for invading her space but that was where the hostess had us sit They should have let us sit at one of the tables by the window 2 Uncomfortable seating Our party of five sat in the booth across from the back of the bar The booth and chairs did not have seat cushions so after awhile I got tired of sitting on the wooden seat 3 So noisy 4 Service could have been more attentive We had to pour our own wine I really liked the food so hopefully the next time we visit Baker  Co well have a more enjoyable experience,1
With very limited exposure to Filipino food Jeepney perfectly served up a wide sampling of dishes and let me know that I need to seek it out far more often The incredible amount of people both inside and outside Jeepney on a Wednesday should have been the first tip off to its popularity but after coming in on a whim I didnt know what to expect The menu is filled with traditional dishes that range from Bone Marrow soup to fresh seafood ribs and various rice dishes With such limited knowledge and unfamiliar names of dishes we asked our waitress for a walkthrough of the menu and she provided excellent descriptions and recommendations based on our tastes Her patience and enthusiasm for the food and our first time trying it was infectious and we ended up ordering nearly everything she recommended Our meals included The Chori Burger voted one of the best in the city and theres a reason for it Coconut rice and BBQ ribs Im not always a fan of trying others dishes but found myself unable to prevent myself from digging in on my friends food We came on a Wednesday night and got to witness the magic that is Kamayan night a wildly popular eatwithyourhands feast It looked so fun that we already made plans to go back and try it with our friends I can hardly think of a more authentic and original meal than Ive had at Jeepney and I cant wait to bring more people here with me to experience it,1
I was so delighted to find a vegan friendly menu The food was amazing and so flavorful Our waiter was great he brought us samples of the soups even though we both ordered salads The check was less than 40 for two people with two entrees salads and also an order of naan The dcor is so beautiful and all of the staff is well versed on the menu and is very friendly,1
so so so cute and soft The pieces are just too small to fit in the tiny cupI had to get a larger version of the game so it is not that bigThis game is a perfect,0
This is an Fantastic book You really need to read part 1 and 2 Then read the next generation All five books are really good You will cry and laugh in this book also,1
I loved this place Its also reasonably priced I had the peektoe crab appetizer it was very good and the duck breast which I loved My girlfriend had the risotto which she liked Will definitely be going back here,1
If I could give this place a lower rating than one starI would   Sweet waiteperson but overpriced mediocre food   Arrogant chef unwilling to correct mistakes gives incredibly lame excuses for food that doesnt deliver  Totally insulted  Menu overly complicated  Few things came out of kitchen as described I would go again for a beerbut NEVER for another bite of food,1
My first time there and I loved it The guacamole and chips were very tasty As an entree I ordered the chicken enchiladas which came with rice and beans and it was so yummy The white sangria was to die for I would definitely go back and recommend this place to a friend also,1
Buddakan is one of the most popular restaurants in the city so I made reservations for my girlfriends birthday It was a dinner for 4 They served us family style but the portions are not that great Very small portions to be distributed between the four of us The food was delicious Service was quick and attentive,1
Its been a couple of weeks since we spent the night together and can I just say that I really cant stop thinking about you No one knows or loves you quite like I do Youre there to support me through group gatherings both large and small Youre there to help when I dont know what to order Youre there for me at the beginning or end of a long night out I know that I can always count on you to deliver a heavenly chickenliver baguette I can count on you to fill the empty void in Davids stomach which he so often gets And I can count on you to satisfy my late night pickle craving What weve got is real babe I cant wait till we meet again,1
Visited Ill Triangolo and had to write Top notch place in all categories Classy and old world style and the food of course amazing Im actually surprised to finally see a restaurant where everybody is in proper attire and thats the way a fineclassy restaurant should be it reminds me when we used go to restaurants when I was a little girl and wed get all get dressed up,1
Being a fan of Naruto i got a craving for some Ramen Yes I watch Naruto And what Anyway Ive been at Ippudos front door twice One I got in the other I walked away when the hostess said the wait time was over 2 hours You know you would too Thats too much time to wait The time i did go was during a weekday I was seated within 15 minutes I was with a friend and we both were impressd with the food The ambience is cool and friendly They clap and cheer when you order more noodles Im not sure what they say But whatever the point is the noodles are great and not too pricey I got the classic noodles with extra pork IT WAS GOOD when you go there remember Kaedama means more noodles But if you dont finish them its a sign of disrespect to the chef At least thats what I was told,1
Maybe this is where I should start with As much as it pains me to say this but it really kind of doesnt pain me much except for the part that I used to really like Govindas and its former vegetarian goodnessand I love vegetarian restaurantsand I used to recommend this spot to my outta town veg friendsand I cant do that anymore Well maybe it does gimme a little pang after all This review is a long time coming though after more than a few past visits that ranged from lackluster to straight up sucky Oh Ill go with the this thing Im not angry Im just disappointed Used to dig the chicken cheese steak but lately its been incredibly greasy strangely bland and simply off For those whove been wondering if the sandwiches have gotten smaller Im nodding my head yes And I could even deal with that small 8 sandwich if its contents were all that Customer service for one thing is typically sour I can ignore the nonsmileys for the most part if the food is where its supposed to be but as Ive been rambling nope You know I said sour but really on our last visit attitudes were more likefilled with contempt And thats before we got our food Hmm whats that last spice there A hint of contempt Theres no discernible line or method for ordering at Govindas most times and Im used to that Ive been there before of courseThe two 60ish yr old ladies who walked in that day though apparently had not I saw them absolutely ignored when they asked questions literally ignored Glares then backs turned to em Very uncomfortable Oy I swear if I hadnt already ordered I probably would have just left after seeing that weirdness If only I had right On our last visit the Saturday afternoon before last our last straw sandwich was the kofta ball parm sub Just fine in the past This time we were served up the near equivalent of sauce and cheese topped charcoal briquettes on a nice seeded roll Not a little burnt Black Now anyone can see that thats not how theyre supposed to look Oh or taste Inside the kofta were tasteless orange and dry They were so bad that we actually started laughing It was a rueful laugh Then my husband compared them to lookin like sundried hippo sht and we laughed for real We didnt really see the point in bringing it back complaining up a storm or whatever We just decided to finally learn our lesson for once We just really wont go back When food is really good you know how you may hear a person remark that you can taste the love in it Im thinkin that Govindas done run out of that,1
Our seven year old likes it  It does seem a bit flimsy though,1
Delicious breakfast  The atmosphere was homey and we felt almost like a regular  The staff was very welcoming and the food was great My husband and teenaged son complained of being too full a high never happens  My short stack of blueberry pancakes with Vermont maple syrup was fantastic  Great value and great atmosphere,1
This the first time returning to Barbuzzo after about 2 years I tried my luck on a week day an got two bar seats score And as expected Barbuzzo did not disappoint I can confidently say Ive tried almost everything on the menu The standouts were definitely the Sheeps Milk Ricotta Uovo Pizza Caramel Budino like eveyrone else mentioned I also enjoyed the Grilled Bronzino and the Pan Seared Brussel Sprouts A few things that I would not recommend meaning still good but not a mustget if youre not a regular is the Pig Popcorn and the Cheese Board I also did not think much of the meatballs and pasta Again everything is good here but the aforementioned are not exceptional in my opinion The interior is cramped and you will be rubbing elbows with your neighbor I recommend outdoor seating for the beautiful spring weather,1
So apparently I bought this book because I thought it was good enough The premise of the story is that the two people both with disabilities are trying to find a way to make it into a happy life,0
Dissapointing Went here for dinner with high expectationsit is a Mario Batali restaurant at the end of the day We had pasta carbonara and a special pork chop Carbonara was just okkind of plain I cook a better one And so was the pork chop Plainno sauce with the smallest ever side dish of potato cake and spinach I think for the money your are paying in this place you can find something better in this neighborhood,1
Glad to find a vietnamese restaurant close by The food is good and worth visit for a lunch Their service is a bit slow but not that bad,1
Ive been here about six times Ive had crispy citrus duck veggie dumplings pumpkin curry puff 2 beer and sampled a lot of other stuff from other plates This is my favorite Thai restaurant of 4 Ive tried around here and never been disappointed whether its busy or not Great lunch deal and be sure to order the veggie dumplings,1
